1 , Program, Block, ProcedureDeclaration, VarDeclaration, CallStatement, Path: Program-block-Block, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: Block-variables-VarDeclaration, Path: ProcedureDeclaration-block-Block: Block-variables-VarDeclaration, Path: CallStatement-procedure-ProcedureDeclaration, Path: Block-body-Body: Body-statements-CallStatement
238 , Block, IfStatement, ProcedureDeclaration, Expression, CallStatement, Path: Block-body-Body: Body-statements-IfStatement, Path: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-Expression, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-Expression, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
239 , Program, IfStatement, ProcedureDeclaration, OddCondition, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-IfStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-OddCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
240 , BlockOwner, IfStatement, ProcedureDeclaration, OddCondition, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-IfStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-OddCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
241 , Block, IfStatement, ProcedureDeclaration, OddCondition, CallStatement, Path: Block-body-Body: Body-statements-IfStatement, Path: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-OddCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
242 , Program, IfStatement, ProcedureDeclaration, RelationalCondition, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-IfStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-RelationalCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-RelationalCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
243 , BlockOwner, IfStatement, ProcedureDeclaration, RelationalCondition, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-IfStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-RelationalCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-RelationalCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
244 , Block, IfStatement, ProcedureDeclaration, RelationalCondition, CallStatement, Path: Block-body-Body: Body-statements-IfStatement, Path: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-RelationalCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-RelationalCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
245 , Program, IfStatement, ProcedureDeclaration, TermExpression, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-IfStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
246 , BlockOwner, IfStatement, ProcedureDeclaration, TermExpression, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-IfStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
247 , Block, IfStatement, ProcedureDeclaration, TermExpression, CallStatement, Path: Block-body-Body: Body-statements-IfStatement, Path: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
248 , Program, IfStatement, ProcedureDeclaration, Term, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-IfStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
249 , BlockOwner, IfStatement, ProcedureDeclaration, Term, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-IfStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
250 , Block, IfStatement, ProcedureDeclaration, Term, CallStatement, Path: Block-body-Body: Body-statements-IfStatement, Path: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
251 , Program, IfStatement, ProcedureDeclaration, OptionalTerm, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-IfStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-optional-OptionalTerm, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-optional-OptionalTerm, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
252 , BlockOwner, IfStatement, ProcedureDeclaration, OptionalTerm, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-IfStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-optional-OptionalTerm, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-optional-OptionalTerm, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
253 , Block, IfStatement, ProcedureDeclaration, OptionalTerm, CallStatement, Path: Block-body-Body: Body-statements-IfStatement, Path: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-optional-OptionalTerm, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-optional-OptionalTerm, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
254 , Program, IfStatement, ProcedureDeclaration, Factor, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-IfStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
255 , BlockOwner, IfStatement, ProcedureDeclaration, Factor, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-IfStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
256 , Block, IfStatement, ProcedureDeclaration, Factor, CallStatement, Path: Block-body-Body: Body-statements-IfStatement, Path: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Factor, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
257 , Program, IfStatement, ProcedureDeclaration, OptionalFactor, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-IfStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
258 , BlockOwner, IfStatement, ProcedureDeclaration, OptionalFactor, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-IfStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
259 , Block, IfStatement, ProcedureDeclaration, OptionalFactor, CallStatement, Path: Block-body-Body: Body-statements-IfStatement, Path: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-optional-OptionalFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
260 , Program, IfStatement, ProcedureDeclaration, IdentReference, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-IfStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
261 , BlockOwner, IfStatement, ProcedureDeclaration, IdentReference, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-IfStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
262 , Block, IfStatement, ProcedureDeclaration, IdentReference, CallStatement, Path: Block-body-Body: Body-statements-IfStatement, Path: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-IdentReference, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
263 , Program, IfStatement, ProcedureDeclaration, Number, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-IfStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
264 , BlockOwner, IfStatement, ProcedureDeclaration, Number, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-IfStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
265 , Block, IfStatement, ProcedureDeclaration, Number, CallStatement, Path: Block-body-Body: Body-statements-IfStatement, Path: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-Number, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
266 , Program, IfStatement, ProcedureDeclaration, ExpressionFactor, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-IfStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
267 , BlockOwner, IfStatement, ProcedureDeclaration, ExpressionFactor, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-IfStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
268 , Block, IfStatement, ProcedureDeclaration, ExpressionFactor, CallStatement, Path: Block-body-Body: Body-statements-IfStatement, Path: Block-procedures-ProcedureDeclaration, Path: IfStatement-condition-OddCondition: OddCondition-expression-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-TermExpression: TermExpression-obligatory-Term: Term-obligatory-ExpressionFactor, Path: CallStatement-procedure-ProcedureDeclaration, Path: IfStatement-then-Body: Body-statements-CallStatement
269 , Program, WhileStatement, ProcedureDeclaration, Body, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body, Path: ProcedureDeclaration-block-Block: Block-body-Body, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
270 , BlockOwner, WhileStatement, ProcedureDeclaration, Body, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body, Path: ProcedureDeclaration-block-Block: Block-body-Body, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
271 , Block, WhileStatement, ProcedureDeclaration, Body, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body, Path: ProcedureDeclaration-block-Block: Block-body-Body, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
272 , Program, WhileStatement, ProcedureDeclaration, Statement, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-Statement, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Statement, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
273 , BlockOwner, WhileStatement, ProcedureDeclaration, Statement, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-Statement, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Statement, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
274 , Block, WhileStatement, ProcedureDeclaration, Statement, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-Statement, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Statement, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
275 , Program, WhileStatement, ProcedureDeclaration, CallStatement, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-CallStatement, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
276 , BlockOwner, WhileStatement, ProcedureDeclaration, CallStatement, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-CallStatement, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
277 , Block, WhileStatement, ProcedureDeclaration, CallStatement, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-CallStatement, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
278 , Program, WhileStatement, ProcedureDeclaration, IfStatement, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-IfStatement, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
279 , BlockOwner, WhileStatement, ProcedureDeclaration, IfStatement, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-IfStatement, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
280 , Block, WhileStatement, ProcedureDeclaration, IfStatement, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-IfStatement, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
281 , Program, WhileStatement, ProcedureDeclaration, Condition, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-Condition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-Condition, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
282 , BlockOwner, WhileStatement, ProcedureDeclaration, Condition, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-Condition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-Condition, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
283 , Block, WhileStatement, ProcedureDeclaration, Condition, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-Condition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-Condition, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
284 , Program, WhileStatement, ProcedureDeclaration, Assignment, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-Assignment, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
285 , BlockOwner, WhileStatement, ProcedureDeclaration, Assignment, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-Assignment, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
286 , Block, WhileStatement, ProcedureDeclaration, Assignment, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-Assignment, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
287 , Program, WhileStatement, ProcedureDeclaration, Expression, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-Expression, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-Expression, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
288 , BlockOwner, WhileStatement, ProcedureDeclaration, Expression, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-Expression, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-Expression, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
289 , Block, WhileStatement, ProcedureDeclaration, Expression, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition: OddCondition-expression-Expression, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-Assignment: Assignment-right-Expression, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
290 , Program, WhileStatement, ProcedureDeclaration, OddCondition, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-OddCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
291 , BlockOwner, WhileStatement, ProcedureDeclaration, OddCondition, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-OddCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
292 , Block, WhileStatement, ProcedureDeclaration, OddCondition, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-OddCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-OddCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
293 , Program, WhileStatement, ProcedureDeclaration, RelationalCondition, CallStatement, Path: Program-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: Program-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-RelationalCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-RelationalCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
294 , BlockOwner, WhileStatement, ProcedureDeclaration, RelationalCondition, CallStatement, Path: BlockOwner-block-Block: Block-body-Body: Body-statements-WhileStatement, Path: BlockOwner-block-Block: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-RelationalCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-RelationalCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
295 , Block, WhileStatement, ProcedureDeclaration, RelationalCondition, CallStatement, Path: Block-body-Body: Body-statements-WhileStatement, Path: Block-procedures-ProcedureDeclaration, Path: WhileStatement-condition-RelationalCondition, Path: ProcedureDeclaration-block-Block: Block-body-Body: Body-statements-IfStatement: IfStatement-condition-RelationalCondition, Path: CallStatement-procedure-ProcedureDeclaration, Path: WhileStatement-do-Body: Body-statements-CallStatement
